No,GH Project,Link SO,GitHub Java File Path,GitHub Method Name,GitHub Start Line,GitHub End Line,Stack Overflow Java File Path,Stack Overflow Method Name,Stack Overflow Start Line,Stack Overflow End Line
767,jackkolokasis,https://stackoverflow.com/questions/58993471,jackkolokasis/teraheap/jdk8u345/jdk/test/com/sun/crypto/provider/Cipher/Blowfish/BlowfishTestVector.java,toHexString,133,145,58993471/58993471_2_recent.java,method,1,363
768,jackkolokasis,https://stackoverflow.com/questions/58993471,jackkolokasis/teraheap/jdk8u345/jdk/test/com/sun/crypto/provider/TLS/TestLeadingZeroes.java,toHexString,130,142,58993471/58993471_2_recent.java,method,1,363
769,jackkolokasis,https://stackoverflow.com/questions/58617321,jackkolokasis/teraheap/jdk8u345/jdk/test/javax/imageio/plugins/bmp/BMPSubsamplingTest.java,create3ByteImage,329,342,58617321/58617321_2_recent.java,method,1,17
248,jankotek,https://stackoverflow.com/questions/19340685,jankotek/mapdb/src/main/java/org/mapdb/store/legacy/LongConcurrentHashMap.java,put,369,398,19340685/19340685_2_49198640.java,method,1,30
173,java-aid,https://stackoverflow.com/questions/31386664,java-aid/hackerrank-solutions/HackerRankDashboard/CoreCS/DataStructures/src/main/java/com/javaaid/hackerrank/solutions/datastructures/trees/PreorderTraversal.java,preOrder,22,29,31386664/31386664_4_95005617.java,method,1,22
723,jcodec,https://stackoverflow.com/questions/2699270,jcodec/jcodec/src/main/java/org/jcodec/common/io/IOUtils.java,closeQuietly,27,34,2699270/2699270_2_recent.java,method,1,18
239,jetbrains,https://stackoverflow.com/questions/3519182,jetbrains/jediterm/JediTerm/src/main/java/com/jediterm/ui/JTextFieldLimit.java,insertString,18,24,3519182/3519182_2_7342658.java,method,1,17
99,jfxtras,https://stackoverflow.com/questions/20765715,jfxtras/jfxtras/jfxtras-icalendarfx/src/main/java/jfxtras/icalendarfx/utilities/ICalendarUtilities.java,tryAdvance,240,252,20765715/20765715_2_recent.java,method,1,22
100,jfxtras,https://stackoverflow.com/questions/20765715,jfxtras/jfxtras/jfxtras-icalendarfx/src/main/java/jfxtras/icalendarfx/properties/component/recurrence/rrule/RecurrenceRuleValue.java,tryAdvance,464,476,20765715/20765715_2_recent.java,method,1,22
344,jhy,https://stackoverflow.com/questions/31868761,jhy/jsoup/src/main/java/org/jsoup/helper/HttpConnection.java,data,281,292,31868761/31868761_4_96856276.java,method,1,12
606,jonathangerbaud,https://stackoverflow.com/questions/27287511,jonathangerbaud/klyph/Klyph/src/com/abewy/android/apps/klyph/gcm/WakeLocker.java,acquire,10,18,27287511/27287511_2_79053914.java,method,1,18
607,jonathangerbaud,https://stackoverflow.com/questions/27287511,jonathangerbaud/klyph/Klyph/src/com/abewy/android/apps/klyph/gcm/WakeLocker.java,release,20,26,27287511/27287511_2_79053914.java,method,1,18
792,jorensix,https://stackoverflow.com/questions/19689932,jorensix/tarsosdsp/jvm/src/main/java/be/tarsos/dsp/ui/layers/TooltipLayer.java,sleep,47,53,19689932/19689932_6_147013208.java,method,1,16
126,journaldev,https://stackoverflow.com/questions/39717275,journaldev/journaldev/Android/EfficientSearch/app/src/main/java/com/journaldev/efficientsearch/ListViewAdapter.java,publishResults,144,151,39717275/39717275_2_recent.java,method,1,34
127,journaldev,https://stackoverflow.com/questions/10195366,journaldev/journaldev/Spring/Spring-Controller/src/main/java/com/journaldev/spring/controller/HomeController.java,home,14,21,10195366/10195366_2_recent.java,method,1,21
128,journaldev,https://stackoverflow.com/questions/10195366,journaldev/journaldev/Spring/SpringMVCSecurity/src/main/java/com/journaldev/spring/controller/HomeController.java,home,22,33,10195366/10195366_2_recent.java,method,1,21
129,journaldev,https://stackoverflow.com/questions/10195366,journaldev/journaldev/Spring/SpringMVCExample/src/main/java/com/journaldev/spring/HomeController.java,home,26,38,10195366/10195366_2_recent.java,method,1,21
121,kartaview,https://stackoverflow.com/questions/54349072,kartaview/android/app/src/main/java/com/telenav/osv/ui/custom/RoundedCornerLayout.java,createMask,71,84,54349072/54349072_2_190220971.java,createMask,59,72
583,kickflip,https://stackoverflow.com/questions/9293885,kickflip/kickflip-android-sdk/sdk/src/main/java/io/kickflip/sdk/FileUtils.java,copy,152,164,9293885/9293885_2_recent.java,method,1,18
204,kiegroup,https://stackoverflow.com/questions/36214665,kiegroup/kie-tools/packages/dashbuilder/kie-soup-dataset/kie-soup-dataset-core/src/main/java/org/dashbuilder/dataset/UUIDGeneratorImpl.java,uuidToBase64,39,45,36214665/36214665_2_114074670.java,method,1,19
205,kiegroup,https://stackoverflow.com/questions/36214665,kiegroup/kogito-tooling/packages/dashbuilder/kie-soup-dataset/kie-soup-dataset-core/src/main/java/org/dashbuilder/dataset/UUIDGeneratorImpl.java,uuidToBase64,39,45,36214665/36214665_2_114074670.java,method,1,19
215,klinker24,https://stackoverflow.com/questions/28039909,klinker24/talon-for-twitter-android/app/src/main/java/com/klinker/android/twitter_l/activities/compose/Compose.java,buildGoogleApiClient,243,251,28039909/28039909_2_recent.java,method,1,13
267,knowagelabs,https://stackoverflow.com/questions/4429257,knowagelabs/knowage-server/knowage-api/src/main/java/it/eng/knowage/knowageapi/utils/messages/UTF8Control.java,newBundle,32,63,4429257/4429257_2_9347476.java,newBundle,2,32
268,knowagelabs,https://stackoverflow.com/questions/20680556,knowagelabs/knowage-server/knowage-core/src/main/java/it/eng/spagobi/sdk/documents/impl/DocumentsServiceImpl.java,accept,1322,1328,20680556/20680556_2_recent.java,accept,5,17
269,knowagelabs,https://stackoverflow.com/questions/56611483,knowagelabs/knowage-server/knowage-core/src/main/java/it/eng/spagobi/sdk/documents/impl/DocumentsServiceImpl.java,accept,1336,1342,56611483/56611483_2_recent.java,method,1,66
270,knowagelabs,https://stackoverflow.com/questions/4429257,knowagelabs/knowage-server/knowageutils/src/main/java/it/eng/spagobi/utilities/messages/UTF8Control.java,newBundle,32,63,4429257/4429257_2_9347476.java,newBundle,2,32
271,knowagelabs,https://stackoverflow.com/questions/11838438,knowagelabs/knowage-server/knowageutils/src/main/java/it/eng/spagobi/utilities/scripting/SpagoBIScriptManager.java,printInfo,294,311,11838438/11838438_2_recent.java,main,6,31
272,knowagelabs,https://stackoverflow.com/questions/4429257,knowagelabs/knowage-server/knowage-spring-boot-api-common/src/main/java/it/eng/knowage/boot/utils/UTF8Control.java,newBundle,32,63,4429257/4429257_2_9347476.java,newBundle,2,32
588,knowm,https://stackoverflow.com/questions/6702420,knowm/xchart/xchart-demo/src/main/java/org/knowm/xchart/demo/XChartStyleDemo.java,main,51,64,6702420/6702420_2_89518975.java,main,9,18
589,knowm,https://stackoverflow.com/questions/6702420,knowm/xchart/xchart-demo/src/main/java/org/knowm/xchart/demo/XChartDemo.java,main,165,178,6702420/6702420_2_89518975.java,main,9,18
590,knowm,https://stackoverflow.com/questions/6702420,knowm/xchart/xchart-demo/src/main/java/org/knowm/xchart/standalone/SwingDemo.java,main,35,48,6702420/6702420_2_89518975.java,main,9,18
9,kontalk,https://stackoverflow.com/questions/3519182,kontalk/desktopclient-java/src/main/java/org/kontalk/view/ComponentUtils.java,insertString,959,967,3519182/3519182_2_7342658.java,method,1,17
244,kruize,https://stackoverflow.com/questions/26046107,kruize/autotune/src/main/java/com/autotune/analyzer/utils/GsonUTCDateAdapter.java,deserialize,45,52,26046107/26046107_2_124698665.java,method,1,21
773,kubabar1,https://stackoverflow.com/questions/30868562,kubabar1/carrental/CarRental/src/main/java/com/carrental/config/SecurityConfiguration.java,authProvider,31,37,30868562/30868562_6_92947534.java,method,1,11
488,ldoublem,https://stackoverflow.com/questions/34590765,ldoublem/loadingview/loadingviewlib/src/main/java/com/ldoublem/loadingviewlib/view/LVCircularZoom.java,initPaint,76,83,34590765/34590765_2_recent.java,init,28,65
489,ldoublem,https://stackoverflow.com/questions/34590765,ldoublem/loadingview/loadingviewlib/src/main/java/com/ldoublem/loadingviewlib/view/LVCircularJump.java,initPaint,76,83,34590765/34590765_2_recent.java,init,28,65
490,ldoublem,https://stackoverflow.com/questions/34590765,ldoublem/loadingview/loadingviewlib/src/main/java/com/ldoublem/loadingviewlib/view/LVWifi.java,initPaint,37,44,34590765/34590765_2_recent.java,init,28,65
491,ldoublem,https://stackoverflow.com/questions/34590765,ldoublem/loadingview/loadingviewlib/src/main/java/com/ldoublem/loadingviewlib/LVSunSetView.java,initPaint,158,165,34590765/34590765_2_recent.java,init,28,65
782,leapcode,https://stackoverflow.com/questions/7649183,leapcode/bitmask_android/app/src/main/java/de/blinkt/openvpn/views/SeekBarTicks.java,SeekBarTicks,31,39,7649183/7649183_2_57377731.java,method,1,10
16,leapframework,https://stackoverflow.com/questions/41471859,leapframework/framework/base/core/src/main/java/leap/core/security/crypto/bcrypt/BCryptPasswordEncoder.java,encode,62,76,41471859/41471859_4_135239059.java,method,1,15
17,leapframework,https://stackoverflow.com/questions/31868761,leapframework/framework/base/lang/src/main/java/leap/lang/jsoup/helper/HttpConnection.java,data,122,133,31868761/31868761_4_96856276.java,method,1,12
216,lecturestudio,https://stackoverflow.com/questions/61780137,lecturestudio/lecturestudio/lect-media/src/main/java/org/lecturestudio/media/playback/FileEventExecutor.java,await,314,326,61780137/61780137_2_recent.java,method,1,50
628,lenve,https://stackoverflow.com/questions/52148106,lenve/javaeetest/Test18-SpringMVC3/src/main/java/org/sang/MVCConfig.java,viewResolver,17,24,52148106/52148106_4_181012547.java,method,1,13
629,lenve,https://stackoverflow.com/questions/52148106,lenve/javaeetest/MyBlog/src/main/java/org/sang/config/MyMVCConfig.java,viewResolver,30,37,52148106/52148106_4_181012547.java,method,1,13
630,lenve,https://stackoverflow.com/questions/52148106,lenve/javaeetest/Test18-SpringMVC1/src/main/java/org/sang/MyMVCConfig.java,viewResolver,17,26,52148106/52148106_4_181012547.java,method,1,13
631,lenve,https://stackoverflow.com/questions/52148106,lenve/javaeetest/Test18-SpringMVC2/src/main/java/org/sang/MVCConfig.java,viewResolver,17,24,52148106/52148106_4_181012547.java,method,1,13
632,lenve,https://stackoverflow.com/questions/52148106,lenve/javaeetest/Test18-FileUpload/src/main/java/org/sang/MVCConfig.java,viewResolver,21,28,52148106/52148106_4_181012547.java,method,1,13
221,linkedin,https://stackoverflow.com/questions/2180534,linkedin/rest.li/pegasus-common/src/main/java/com/linkedin/common/callback/FutureCallback.java,isCancelled,45,51,2180534/2180534_2_recent.java,method,1,58
325,linlinjava,https://stackoverflow.com/questions/41471859,linlinjava/litemall/litemall-core/src/main/java/org/linlinjava/litemall/core/util/bcrypt/BCryptPasswordEncoder.java,encode,62,74,41471859/41471859_4_135239059.java,method,1,15
85,liquibase,https://stackoverflow.com/questions/18454342,liquibase/liquibase/liquibase-core/src/main/java/liquibase/resource/AbstractPathResourceAccessor.java,visitFile,97,104,18454342/18454342_2_recent.java,method,1,29
618,longjuncai,https://stackoverflow.com/questions/33612373,longjuncai/deepdriver/src/deepDriver/dl/aml/math/MathUtilBase.java,reset2zero,116,122,33612373/33612373_2_103731026.java,method,1,13
347,luohuayu,https://stackoverflow.com/questions/24127188,luohuayu/catserver/src/fmllauncher/java/com/google/gson/internal/bind/TypeAdapters$EnumTypeAdapter.java,read,35,41,24127188/24127188_2_recent.java,method,1,32
471,mabe02,https://stackoverflow.com/questions/4429257,mabe02/lanterna/src/main/java/com/googlecode/lanterna/bundle/BundleLocator.java,newBundle,81,111,4429257/4429257_2_9347476.java,newBundle,2,32
743,macrozheng,https://stackoverflow.com/questions/58370217,macrozheng/mall-learning/mall-tiny-oss/src/main/java/com/macro/mall/tiny/config/GlobalCorsConfig.java,corsFilter,19,33,58370217/58370217_2_recent.java,method,1,45
744,macrozheng,https://stackoverflow.com/questions/58370217,macrozheng/mall-learning/mall-tiny-redis/src/main/java/com/macro/mall/tiny/config/GlobalCorsConfig.java,corsFilter,19,33,58370217/58370217_2_recent.java,method,1,45
745,macrozheng,https://stackoverflow.com/questions/58370217,macrozheng/mall-learning/mall-tiny/src/main/java/com/macro/mall/tiny/config/GlobalCorsConfig.java,corsFilter,19,33,58370217/58370217_2_recent.java,method,1,45
746,macrozheng,https://stackoverflow.com/questions/58370217,macrozheng/mall-tiny/src/main/java/com/macro/mall/tiny/config/GlobalCorsConfig.java,corsFilter,19,35,58370217/58370217_2_recent.java,method,1,45
747,macrozheng,https://stackoverflow.com/questions/58370217,macrozheng/mall/mall-admin/src/main/java/com/macro/mall/config/GlobalCorsConfig.java,corsFilter,19,33,58370217/58370217_2_recent.java,method,1,45
748,macrozheng,https://stackoverflow.com/questions/58370217,macrozheng/mall/mall-portal/src/main/java/com/macro/mall/portal/config/GlobalCorsConfig.java,corsFilter,19,33,58370217/58370217_2_recent.java,method,1,45
738,marlinski,https://stackoverflow.com/questions/52144662,marlinski/rumble/app/src/main/java/org/disrupted/rumble/util/FileUtil.java,isExternalStorageWritable,70,76,52144662/52144662_2_181397043.java,method,1,97
580,massivecraft,https://stackoverflow.com/questions/24127188,massivecraft/massivecore/src/com/massivecraft/massivecore/adapter/AdapterModdedEnumType.java,read,60,66,24127188/24127188_2_recent.java,method,1,32
481,matsim-org,https://stackoverflow.com/questions/29575747,matsim-org/matsim-libs/contribs/pseudosimulation/src/main/java/org/matsim/contrib/pseudosimulation/distributed/io/SimpleFileServer.java,main,16,49,29575747/29575747_2_recent.java,main,21,60
482,matsim-org,https://stackoverflow.com/questions/65112087,matsim-org/matsim-libs/matsim/src/main/java/org/matsim/pt/counts/SimpleWriter.java,close,90,97,65112087/65112087_2_236114933.java,method,1,14
483,matsim-org,https://stackoverflow.com/questions/65112087,matsim-org/matsim-libs/matsim/src/main/java/org/matsim/pt/counts/SimpleWriter.java,flush,99,106,65112087/65112087_2_recent.java,method,1,14
324,meituan-dianping,https://stackoverflow.com/questions/37957745,meituan-dianping/zebra/zebra-client/src/main/java/com/dianping/zebra/util/StringUtils.java,md5,185,194,37957745/37957745_2_recent.java,method,1,27
183,mercyblitz,https://stackoverflow.com/questions/45590884,mercyblitz/geekbang-lessons/projects/stage-1/user-platform/servlet-web/src/main/java/org/geektimes/projects/servlet/filter/EncodingFilter.java,doFilter,38,45,45590884/45590884_2_recent.java,method,1,25
20,mesquiteproject,https://stackoverflow.com/questions/9293885,mesquiteproject/mesquitecore/Source/mesquite/lib/MesquiteFile.java,copy,311,323,9293885/9293885_2_recent.java,method,1,18
206,micromata,https://stackoverflow.com/questions/23839705,micromata/projectforge/projectforge-business/src/main/java/org/projectforge/business/teamcal/servlet/TeamCalResponseServlet.java,init,81,88,23839705/23839705_2_65821537.java,method,1,15
677,minecraftmoddevelopment,https://stackoverflow.com/questions/51608517,minecraftmoddevelopment/mmdbot/src/painter/java/com/mcmoddev/mmdbot/painter/util/ImageUtils.java,generateMask,64,80,51608517/51608517_2_recent.java,method,1,149
678,minecraftmoddevelopment,https://stackoverflow.com/questions/51608517,minecraftmoddevelopment/mmdbot/src/painter/java/com/mcmoddev/mmdbot/painter/util/ImageUtils.java,generatePaintMask,82,98,51608517/51608517_2_recent.java,method,1,149
111,mirakelx,https://stackoverflow.com/questions/27436796,mirakelx/mirakel-android/new_ui/src/main/java/de/azapps/mirakel/new_ui/views/ProgressDoneView.java,drawableToBitmap,226,237,27436796/27436796_2_recent.java,method,1,69
647,mitchtabian,https://stackoverflow.com/questions/50930455,mitchtabian/android-instagram-clone/app/src/main/java/tabian/com/instagramclone2/Utils/FirebaseMethods.java,addNewUser,592,617,50930455/50930455_6_recent.java,method,1,16
772,miyabayt,https://stackoverflow.com/questions/13956092,miyabayt/spring-boot-doma2-sample/sample-web-base/src/main/java/com/bigtreetc/sample/web/base/filter/ClearMDCFilter.java,doFilterInternal,16,26,13956092/13956092_2_recent.java,method,1,25
131,mkl-public,https://stackoverflow.com/questions/57398454,mkl-public/testarea-itext5/src/main/java/mkl/testarea/itext5/content/SimpleTextRemover.java,remove,78,90,57398454/57398454_2_recent.java,method,1,289
132,mkl-public,https://stackoverflow.com/questions/57398454,mkl-public/testarea-itext5/src/main/java/mkl/testarea/itext5/content/SimpleTextRemover.java,process,130,143,57398454/57398454_2_recent.java,method,1,289
133,mkl-public,https://stackoverflow.com/questions/57398454,mkl-public/testarea-itext5/src/main/java/mkl/testarea/itext5/content/SimpleTextRemover.java,processTextShowingOp,154,205,57398454/57398454_2_recent.java,method,1,289
134,mkl-public,https://stackoverflow.com/questions/57398454,mkl-public/testarea-itext5/src/main/java/mkl/testarea/itext5/content/SimpleTextRemover.java,countStrings,211,221,57398454/57398454_2_recent.java,method,1,289
135,mkl-public,https://stackoverflow.com/questions/57398454,mkl-public/testarea-itext5/src/main/java/mkl/testarea/itext5/content/SimpleTextRemover.java,renderText,254,270,57398454/57398454_2_recent.java,method,1,289
136,mkl-public,https://stackoverflow.com/questions/57398454,mkl-public/testarea-itext5/src/main/java/mkl/testarea/itext5/content/SimpleTextRemover.java,reduceToPartialMatch,277,290,57398454/57398454_2_recent.java,method,1,289
137,mkl-public,https://stackoverflow.com/questions/41751396,mkl-public/testarea-itext5/src/test/java/mkl/testarea/itext5/extract/ExtractPaths.java,renderPath,63,123,41751396/41751396_8_136432238.java,method,1,123
138,mkl-public,https://stackoverflow.com/questions/41751396,mkl-public/testarea-itext5/src/test/java/mkl/testarea/itext5/extract/ExtractPaths.java,transform,130,141,41751396/41751396_8_136432238.java,method,1,123
139,mkl-public,https://stackoverflow.com/questions/41751396,mkl-public/testarea-itext5/src/test/java/mkl/testarea/itext5/extract/ExtractPaths.java,expandRectangleCoordinates,143,153,41751396/41751396_8_136432238.java,method,1,123
342,mpue,https://stackoverflow.com/questions/62722315,mpue/blackboard/src/org/pmedv/core/gui/controller/ApplicationLoginController.java,keyPressed,188,195,62722315/62722315_2_recent.java,method,1,292
43,mrcrayfish,https://stackoverflow.com/questions/36950444,mrcrayfish/modelcreator/src/main/java/com/mrcrayfish/modelcreator/Exporter.java,space,64,73,36950444/36950444_6_116982498.java,method,1,38
86,mucommander,https://stackoverflow.com/questions/36805363,mucommander/mucommander/mucommander-viewer-image/src/main/java/com/mucommander/viewer/image/ImageViewer.java,mouseDragged,173,189,36805363/36805363_2_recent.java,method,1,87
283,mycatapache,https://stackoverflow.com/questions/60266789,mycatapache/mycat2/common/src/main/java/io/mycat/util/HexFormatUtil.java,bytesToHexString,33,41,60266789/60266789_2_recent.java,method,1,13
284,mycatapache,https://stackoverflow.com/questions/60266789,mycatapache/mycat-server/src/main/java/io/mycat/util/HexFormatUtil.java,bytesToHexString,33,41,60266789/60266789_2_recent.java,method,1,13
585,nasaworldwind,https://stackoverflow.com/questions/13542540,nasaworldwind/worldwindjava/src/gov/nasa/worldwindx/examples/SimpleShapeDragging.java,run,80,86,13542540/13542540_2_recent.java,run,12,21
586,nasaworldwind,https://stackoverflow.com/questions/13542540,nasaworldwind/worldwindjava/src/gov/nasa/worldwindx/examples/SimplestPossibleExample.java,run,55,61,13542540/13542540_2_recent.java,run,12,21
791,nationalsecurityagency,https://stackoverflow.com/questions/62722315,nationalsecurityagency/ghidra/Ghidra/Framework/Docking/src/main/java/docking/widgets/filechooser/DirectoryList.java,keyPressed,151,157,62722315/62722315_2_recent.java,method,1,292
315,nativejdb,https://stackoverflow.com/questions/29866762,nativejdb/nativejdb/src/test/data/Hellosources/java/util/ComparableTimSort.java,sort,179,224,29866762/29866762_2_89013107.java,method,1,40
316,nativejdb,https://stackoverflow.com/questions/29866762,nativejdb/nativejdb/src/test/data/Hellosources/java/util/TimSort.java,sort,210,256,29866762/29866762_2_89013107.java,method,1,40
317,nativejdb,https://stackoverflow.com/questions/46830988,nativejdb/nativejdb/src/test/data/Hellosources/java/util/HashMap.java,putMapEntries,496,514,46830988/46830988_4_158689916.java,method,1,19
318,nativejdb,https://stackoverflow.com/questions/62919983,nativejdb/nativejdb/src/test/data/Hellosources/java/util/Random.java,seedUniquifier,108,117,62919983/62919983_2_recent.java,method,1,17
319,nativejdb,https://stackoverflow.com/questions/50578162,nativejdb/nativejdb/src/test/data/Hellosources/java/nio/DirectByteBuffer.java,DirectByteBuffer,112,140,50578162/50578162_2_recent.java,method,1,22
320,nativejdb,https://stackoverflow.com/questions/29330741,nativejdb/nativejdb/src/test/data/Hellosources/java/math/BigDecimal.java,divide,5699,5711,29330741/29330741_6_86929181.java,method,1,13
321,nativejdb,https://stackoverflow.com/questions/29330741,nativejdb/nativejdb/src/test/data/Hellosources/java/math/BigDecimal.java,divide,5713,5725,29330741/29330741_6_86929181.java,method,1,13
710,neo4j,https://stackoverflow.com/questions/65112087,neo4j/graph-data-science/io/csv/src/main/java/org/neo4j/gds/core/io/file/csv/UserInfoVisitor.java,close,53,61,65112087/65112087_2_236114933.java,method,1,14
15,nervenetwork,https://stackoverflow.com/questions/54298032,nervenetwork/nerve/common/nuls-core/src/main/java/io/nuls/core/crypto/ByteStreams.java,copy,47,62,54298032/54298032_2_190009745.java,copy,52,65
162,netty,https://stackoverflow.com/questions/20274776,netty/netty/common/src/test/java/io/netty/util/internal/ObjectCleanerTest.java,run,42,49,20274776/20274776_2_recent.java,method,1,29
163,netty,https://stackoverflow.com/questions/20274776,netty/netty/common/src/test/java/io/netty/util/internal/ObjectCleanerTest.java,run,79,86,20274776/20274776_2_recent.java,method,1,29
164,netty,https://stackoverflow.com/questions/42681543,netty/netty/example/src/main/java/io/netty/example/proxy/HexDumpProxyBackendHandler.java,channelRead,37,49,42681543/42681543_4_recent.java,method,1,166
165,netty,https://stackoverflow.com/questions/42681543,netty/netty/example/src/main/java/io/netty/example/proxy/HexDumpProxyFrontendHandler.java,channelActive,41,65,42681543/42681543_4_recent.java,method,1,166
166,netty,https://stackoverflow.com/questions/42681543,netty/netty/example/src/main/java/io/netty/example/proxy/HexDumpProxyFrontendHandler.java,channelRead,67,82,42681543/42681543_4_recent.java,method,1,166
547,neuroph,https://stackoverflow.com/questions/6133827,neuroph/neuroph/neuroph-2.9/Samples/src/main/java/org/neuroph/samples/mnist/master/FuNet1.java,updateCanvas,60,79,6133827/6133827_2_recent.java,updateCanvas,19,34
548,neuroph,https://stackoverflow.com/questions/38367701,neuroph/neuroph/NeurophStudio/NeurophClassificationSample/src/org/neuroph/netbeans/classificationsample/SelectInputsDialog.java,main,171,211,38367701/38367701_2_recent.java,method,1,132
740,nextgenhealthcare,https://stackoverflow.com/questions/62722315,nextgenhealthcare/connect/client/src/com/mirth/connect/client/ui/FindRplDialog.java,keyPressed,81,87,62722315/62722315_2_recent.java,method,1,292
608,nightscoutfoundation,https://stackoverflow.com/questions/32061893,nightscoutfoundation/xdrip/wear/src/main/java/com/eveningoutpost/dexdrip/ListenerService.java,pickBestNodeId,2567,2577,32061893/32061893_2_recent.java,method,1,23
609,nightscoutfoundation,https://stackoverflow.com/questions/32061893,nightscoutfoundation/xdrip/app/src/main/java/com/eveningoutpost/dexdrip/wearintegration/WatchUpdaterService.java,pickBestNodeId,1071,1081,32061893/32061893_2_recent.java,method,1,23
725,novskey,https://stackoverflow.com/questions/28797486,novskey/pallettown/src/pallettown/PalletTown.java,newLineExists,131,143,28797486/28797486_2_recent.java,method,1,33
492,nuls-io,https://stackoverflow.com/questions/54298032,nuls-io/nuls-v2/common/nuls-core/src/main/java/io/nuls/core/crypto/ByteStreams.java,copy,47,62,54298032/54298032_2_190009745.java,copy,52,65
245,nvv,https://stackoverflow.com/questions/4305365,nvv/far-on-droid/farondroid/src/main/java/com/github/junrar/MVTest.java,main,18,55,4305365/4305365_2_recent.java,main,6,43
246,nvv,https://stackoverflow.com/questions/189739,nvv/far-on-droid/farondroid/src/main/java/com/openfarmanager/android/filesystem/FileSystemScanner.java,addFilesRecursively,67,75,189739/189739_2_recent.java,method,1,14
695,oauth-apis,https://stackoverflow.com/questions/52148106,oauth-apis/apis/apis-example-client-app/src/main/java/org/surfnet/oaaas/config/SpringConfiguration.java,viewResolver,47,53,52148106/52148106_4_181012547.java,method,1,13
690,odoo-mobile,https://stackoverflow.com/questions/24127188,odoo-mobile/framework/app/src/main/java/com/google/gson/Gson.java,read,254,260,24127188/24127188_2_recent.java,method,1,32
691,odoo-mobile,https://stackoverflow.com/questions/24127188,odoo-mobile/framework/app/src/main/java/com/google/gson/Gson.java,read,310,316,24127188/24127188_2_recent.java,method,1,32
692,odoo-mobile,https://stackoverflow.com/questions/24127188,odoo-mobile/framework/app/src/main/java/com/google/gson/internal/bind/TypeAdapters.java,read,288,295,24127188/24127188_2_recent.java,method,1,32
693,odoo-mobile,https://stackoverflow.com/questions/24127188,odoo-mobile/framework/app/src/main/java/com/google/gson/internal/bind/TypeAdapters.java,read,736,742,24127188/24127188_2_recent.java,method,1,32
428,open-hand,https://stackoverflow.com/questions/22918204,open-hand/choerodon-starters/choerodon-gitlab4j-api/src/main/java/org/gitlab4j/api/utils/JacksonJson.java,serialize,206,218,22918204/22918204_2_62450522.java,serialize,3,14
784,openclinica,https://stackoverflow.com/questions/359634,openclinica/openclinica/core/src/main/java/org/akaza/openclinica/logic/expressionTree/ArithmeticOpNode.java,isDouble,164,171,359634/359634_2_recent.java,method,1,46
495,openda-association,https://stackoverflow.com/questions/14676464,openda-association/openda/core/java/src/org/openda/utils/io/FileSupport.java,recursive_list,138,152,14676464/14676464_2_recent.java,method,1,15
496,openda-association,https://stackoverflow.com/questions/6702420,openda-association/openda/application/java/src/org/openda/application/gui/TreeDemo.java,main,267,275,6702420/6702420_2_89518975.java,main,9,18
330,openequella,https://stackoverflow.com/questions/18004334,openequella/openequella/Source/Plugins/Applet/com.tle.web.filemanager.applet/appletsrc/src/main/java/com/tle/web/filemanager/applet/actions/DesktopApi.java,browseDESKTOP,74,94,18004334/18004334_4_recent.java,browseDESKTOP,68,89
210,openintents,https://stackoverflow.com/questions/3519182,openintents/sensorsimulator/SensorSimulator/src/org/openintents/tools/simulator/util/JTextFieldLimit.java,insertString,70,80,3519182/3519182_2_7342658.java,method,1,17
141,openjdk-mirror,https://stackoverflow.com/questions/13462440,openjdk-mirror/jdk7u-jdk/src/share/demo/jfc/SwingApplet/SwingApplet.java,init,74,91,13462440/13462440_6_32050882.java,init,30,44
142,openjdk-mirror,https://stackoverflow.com/questions/58993471,openjdk-mirror/jdk7u-jdk/src/share/classes/sun/security/tools/KeyTool.java,toHexString,3055,3065,58993471/58993471_2_recent.java,method,1,363
143,openjdk-mirror,https://stackoverflow.com/questions/29866762,openjdk-mirror/jdk7u-jdk/src/share/classes/java/util/ComparableTimSort.java,sort,149,193,29866762/29866762_2_89013107.java,method,1,40
144,openjdk-mirror,https://stackoverflow.com/questions/29866762,openjdk-mirror/jdk7u-jdk/src/share/classes/java/util/TimSort.java,sort,176,225,29866762/29866762_2_89013107.java,method,1,40
145,openjdk-mirror,https://stackoverflow.com/questions/3870210,openjdk-mirror/jdk7u-jdk/src/share/classes/java/util/HashMap.java,HashIterator,791,798,3870210/3870210_4_recent.java,method,1,29
146,openjdk-mirror,https://stackoverflow.com/questions/16799135,openjdk-mirror/jdk7u-jdk/src/share/classes/java/util/Timer.java,sched,386,412,16799135/16799135_10_41317480.java,method,1,23
147,openjdk-mirror,https://stackoverflow.com/questions/45774144,openjdk-mirror/jdk7u-jdk/src/share/classes/javax/swing/plaf/metal/MetalTabbedPaneUI.java,update,719,725,45774144/45774144_4_recent.java,method,1,21
148,openjdk-mirror,https://stackoverflow.com/questions/54119640,openjdk-mirror/jdk7u-jdk/src/share/classes/javax/swing/plaf/basic/BasicTableHeaderUI.java,mouseClicked,99,116,54119640/54119640_4_189259651.java,mouseClicked,10,26
149,openjdk-mirror,https://stackoverflow.com/questions/58993471,openjdk-mirror/jdk7u-jdk/test/sun/security/x509/X500Name/DerValueConstructor.java,toHexString,119,131,58993471/58993471_2_recent.java,method,1,363
